id_venta,fecha,id_cliente,id_vendedor,id_producto,tipo_producto,cantidad,precio_unitario,importe
8756,10/02/2025,2427,98,125,gafas,2,49.9,99.8
8757,24/04/2026,2652,49,10,gafas,1,79.9,79.9
8758,31/03/2026,2851,111,1030,lentillas,3,44,132
8759,2/03/2025,2845,105,113,gafas,1,64.9,64.9
8760,25/09/2025,2618,15,38,gafas,2,79.9,159.8
8761,31/12/2025,1159,63,151,gafas,1,99.9,99.9
8762,24/06/2025,1529,22,149,gafas,2,109.9,219.8
8763,8/08/2025,540,129,170,gafas,3,84.9,254.7
8764,20/10/2025,192,55,45,gafas,2,59.9,119.8
8765,24/04/2026,1819,38,209,gafas,1,69.9,69.9
8766,15/03/2025,2691,88,160,gafas,1,89.9,89.9
8767,1/03/2025,360,86,38,gafas,1,79.9,79.9
8768,18/07/2025,1010,51,120,gafas,3,49.9,149.7
8769,8/03/2026,2589,123,1018,lentillas,2,16.5,33
8770,21/03/2025,2395,66,45,gafas,1,59.9,59.9
8771,30/01/2025,1301,68,198,gafas,2,119.9,239.8
8772,13/02/2026,916,94,101,gafas,2,64.9,129.8
8773,24/04/2026,2950,73,99,gafas,3,84.9,254.7
8774,23/11/2025,407,133,6,gafas,2,89.9,179.8
8775,27/03/2026,1115,19,26,gafas,3,49.9,149.7
8776,26/03/2025,2293,101,179,gafas,2,84.9,169.8
8777,24/04/2026,948,126,1020,lentillas,2,55.5,111
8778,13/06/2025,161,24,148,gafas,2,99.9,199.8
8779,27/03/2026,560,12,1020,lentillas,3,55.5,166.5
8780,25/02/2026,727,42,7,gafas,3,89.9,269.7
8781,19/02/2026,1192,96,15,gafas,1,49.9,49.9
8782,24/04/2026,479,68,142,gafas,3,49.9,149.7
8783,6/02/2026,1691,47,158,gafas,3,139.9,419.7
8784,2/04/2026,1924,6,1038,lentillas,2,16.5,33
8785,14/02/2025,2498,32,85,gafas,3,109.9,329.7
8786,9/04/2026,1719,75,153,gafas,1,99.9,99.9
8787,14/01/2025,2421,92,127,gafas,1,79.9,79.9
8788,27/12/2025,2154,99,21,gafas,3,49.9,149.7
8789,24/04/2026,2535,69,149,gafas,2,109.9,219.8
8790,24/04/2026,1620,113,165,gafas,2,84.9,169.8
8791,5/02/2026,2125,70,1036,lentillas,1,16.5,16.5
8792,10/01/2026,771,86,131,gafas,3,89.9,269.7
8793,16/06/2025,1658,14,1048,lentillas,3,19.9,59.7
8794,11/01/2026,2630,27,150,gafas,2,109.9,219.8
8795,29/03/2025,659,111,64,gafas,3,89.9,269.7
8796,16/08/2025,2951,74,149,gafas,3,109.9,329.7
8797,2/04/2025,841,19,109,gafas,3,84.9,254.7
8798,24/04/2026,1080,121,200,gafas,3,109.9,329.7
8799,15/10/2025,1821,40,157,gafas,1,139.9,139.9
8800,24/04/2026,1531,24,158,gafas,1,139.9,139.9
8801,2/03/2026,553,5,164,gafas,1,89.9,89.9
8802,21/11/2025,339,65,203,gafas,1,129.9,129.9
8803,2/03/2025,2208,16,1022,lentillas,2,43.5,87
8804,24/04/2026,1198,102,119,gafas,1,49.9,49.9
8805,5/12/2025,54,54,83,gafas,2,109.9,219.8
8806,21/01/2026,184,47,1021,lentillas,1,73.5,73.5
8807,7/01/2026,1152,56,62,gafas,3,89.9,269.7
8808,18/06/2025,15,15,195,gafas,1,99.9,99.9
8809,6/01/2025,1031,72,97,gafas,1,84.9,84.9
8810,16/03/2026,2286,94,200,gafas,1,109.9,109.9
8811,5/08/2025,1218,122,205,gafas,1,129.9,129.9
8812,1/03/2025,2313,121,204,gafas,2,129.9,259.8
8813,28/12/2025,2057,2,1033,lentillas,2,66.5,133
8814,22/03/2026,1917,136,132,gafas,2,99.9,199.8
8815,24/04/2026,1721,77,1044,lentillas,3,88.5,265.5
8816,15/02/2025,1353,120,179,gafas,3,84.9,254.7
8817,23/03/2025,981,22,3,gafas,3,69.9,209.7
8818,20/02/2025,1589,82,193,gafas,1,45.9,45.9
8819,14/12/2025,710,25,10,gafas,1,79.9,79.9
8820,8/03/2026,926,104,190,gafas,2,69.9,139.8
8821,26/03/2026,2755,15,207,gafas,2,129.9,259.8
8822,24/04/2026,2830,90,69,gafas,1,89.9,89.9
8823,3/05/2025,2453,124,107,gafas,1,84.9,84.9
8824,23/03/2025,1846,65,140,gafas,1,49.9,49.9
8825,17/11/2025,290,16,151,gafas,3,99.9,299.7
8826,17/12/2025,817,132,1022,lentillas,1,43.5,43.5
8827,14/05/2025,2821,81,1025,lentillas,3,16.5,49.5
8828,12/01/2025,1023,64,67,gafas,1,89.9,89.9
8829,10/04/2026,1690,46,150,gafas,2,109.9,219.8
8830,9/01/2026,447,36,1012,lentillas,3,5,15
8831,12/04/2025,1524,17,91,gafas,3,139.9,419.7
8832,27/12/2025,963,4,39,gafas,1,79.9,79.9
8833,2/07/2025,567,19,1052,lentillas,3,10,30
8834,4/05/2025,1366,133,198,gafas,1,119.9,119.9
8835,11/03/2026,2682,79,1042,lentillas,2,16.5,33
8836,30/06/2025,163,26,169,gafas,3,84.9,254.7
8837,26/01/2025,2063,8,1017,lentillas,1,16.5,16.5
8838,8/08/2025,893,71,118,gafas,2,49.9,99.8
8839,15/03/2026,1003,44,177,gafas,2,84.9,169.8
8840,12/08/2025,1080,121,180,gafas,1,84.9,84.9
8841,10/09/2025,2542,76,206,gafas,2,129.9,259.8
8842,11/03/2026,1471,101,1011,lentillas,2,6.5,13
8843,24/04/2026,2814,74,182,gafas,3,84.9,254.7
8844,16/07/2025,687,2,148,gafas,3,99.9,299.7
8845,1/03/2025,1116,20,26,gafas,1,49.9,49.9
8846,4/01/2026,532,121,1032,lentillas,2,24,48
8847,17/04/2026,2290,98,1045,lentillas,3,16.5,49.5
8848,18/10/2025,2113,58,16,gafas,2,59.9,119.8
8849,16/07/2025,2092,37,118,gafas,1,49.9,49.9
8850,31/01/2026,1446,76,157,gafas,3,139.9,419.7
8851,20/10/2025,350,76,1043,lentillas,1,49.5,49.5
8852,26/04/2025,1160,64,115,gafas,3,49.9,149.7
8853,15/02/2025,1604,97,143,gafas,1,79.9,79.9
8854,17/02/2025,2613,10,1012,lentillas,2,5,10
8855,29/06/2025,1296,63,7,gafas,3,89.9,269.7
8856,10/01/2026,1142,46,193,gafas,3,45.9,137.7
8857,19/09/2025,1972,54,36,gafas,2,89.9,179.8
8858,29/07/2025,24,24,29,gafas,2,59.9,119.8
8859,27/05/2025,5,5,1001,lentillas,2,30.5,61
8860,27/06/2025,1977,59,46,gafas,1,59.9,59.9
8861,28/06/2025,147,10,195,gafas,2,99.9,199.8
8862,22/03/2025,1577,70,1021,lentillas,2,73.5,147
8863,17/08/2025,632,84,1023,lentillas,3,20.5,61.5
8864,1/11/2025,1336,103,167,gafas,3,84.9,254.7
8865,24/04/2026,1495,125,9,gafas,3,79.9,239.7
8866,22/12/2025,1988,70,24,gafas,2,49.9,99.8
8867,16/11/2025,1911,130,5,gafas,3,89.9,269.7
8868,23/09/2025,2631,28,84,gafas,2,109.9,219.8
8869,14/08/2025,2259,67,19,gafas,2,89.9,179.8
8870,22/01/2025,2208,16,1034,lentillas,3,34,102
8871,19/01/2025,2522,56,107,gafas,1,84.9,84.9
8872,21/03/2026,2227,35,99,gafas,1,84.9,84.9
8873,24/04/2026,2363,34,86,gafas,2,109.9,219.8
8874,18/02/2025,1985,67,85,gafas,2,109.9,219.8
8875,21/03/2025,379,105,9,gafas,3,79.9,239.7
8876,2/01/2026,2897,20,201,gafas,1,109.9,109.9
8877,26/06/2025,1409,39,1020,lentillas,1,55.5,55.5
8878,22/08/2025,1313,80,177,gafas,1,84.9,84.9
8879,11/01/2026,732,47,71,gafas,1,89.9,89.9
8880,8/01/2026,708,23,39,gafas,1,79.9,79.9
8881,11/01/2026,2776,36,89,gafas,1,139.9,139.9
8882,17/01/2026,13,13,1004,lentillas,2,54.5,109
8883,18/08/2025,402,128,1002,lentillas,1,54.5,54.5
8884,5/08/2025,489,78,38,gafas,3,79.9,239.7
8885,15/03/2026,859,37,77,gafas,1,99.9,99.9
8886,24/04/2026,1535,28,169,gafas,1,84.9,84.9
8887,29/06/2025,1755,111,1027,lentillas,2,16.5,33
8888,24/04/2026,796,111,121,gafas,1,49.9,49.9
8889,25/03/2026,2975,98,152,gafas,2,99.9,199.8
8890,30/06/2025,1855,74,33,gafas,1,69.9,69.9
8891,14/11/2025,2802,62,86,gafas,2,109.9,219.8
8892,12/07/2025,1839,58,58,gafas,3,29.9,89.7
8893,3/02/2025,550,2,105,gafas,3,84.9,254.7
8894,7/04/2026,2661,58,12,gafas,2,49.9,99.8
8895,12/02/2026,2458,129,175,gafas,3,84.9,254.7
8896,12/03/2025,2116,61,1055,lentillas,3,19,57
8897,24/04/2026,2689,86,1035,lentillas,3,16.5,49.5
8898,6/04/2026,2871,131,23,gafas,3,59.9,179.7
8899,12/02/2025,383,109,110,gafas,3,84.9,254.7
8900,7/04/2025,2139,84,16,gafas,2,59.9,119.8
8901,5/01/2025,801,116,64,gafas,1,89.9,89.9
8902,30/03/2025,82,82,90,gafas,3,139.9,419.7
8903,25/05/2025,2468,2,30,gafas,3,59.9,179.7
8904,30/03/2025,965,6,1036,lentillas,3,16.5,49.5
8905,9/01/2026,1157,61,213,gafas,3,79.9,239.7
8906,18/01/2026,6,6,69,gafas,3,89.9,269.7
8907,24/04/2026,966,7,60,gafas,2,29.9,59.8
8908,20/07/2025,533,122,121,gafas,1,49.9,49.9
8909,5/03/2026,92,92,211,gafas,3,79.9,239.7
8910,8/04/2026,1363,130,161,gafas,1,79.9,79.9
8911,13/05/2025,2720,117,1035,lentillas,3,16.5,49.5
8912,10/12/2025,1210,114,1053,lentillas,3,7.5,22.5
8913,2/02/2026,2340,11,168,gafas,2,84.9,169.8
8914,24/11/2025,1215,119,41,gafas,3,59.9,179.7
8915,17/06/2025,1326,93,137,gafas,2,49.9,99.8
8916,1/04/2026,1362,129,79,gafas,3,79.9,239.7
8917,20/12/2025,2740,137,153,gafas,3,99.9,299.7
8918,17/04/2026,72,72,134,gafas,2,99.9,199.8
8919,26/10/2025,2198,6,20,gafas,3,49.9,149.7
8920,6/01/2026,1155,59,142,gafas,3,49.9,149.7
8921,20/04/2026,2081,26,107,gafas,2,84.9,169.8
8922,10/07/2025,1238,5,1023,lentillas,3,20.5,61.5
8923,7/04/2025,2486,20,107,gafas,3,84.9,254.7
8924,19/09/2025,238,101,151,gafas,2,99.9,199.8
8925,24/04/2026,1727,83,170,gafas,3,84.9,254.7
8926,24/04/2025,600,52,207,gafas,3,129.9,389.7
8927,27/11/2025,1074,115,124,gafas,2,49.9,99.8
8928,29/08/2025,1698,54,70,gafas,2,89.9,179.8
8929,9/01/2026,2322,130,35,gafas,3,89.9,269.7
8930,9/09/2025,1595,88,199,gafas,1,109.9,109.9
8931,4/04/2025,863,41,87,gafas,1,109.9,109.9
8932,23/04/2026,1789,8,84,gafas,1,109.9,109.9
8933,24/01/2026,590,42,204,gafas,1,129.9,129.9
8934,4/02/2025,940,118,133,gafas,3,99.9,299.7
8935,9/02/2026,1924,6,1033,lentillas,3,66.5,199.5
8936,1/04/2025,246,109,1051,lentillas,1,39.5,39.5
8937,13/06/2025,612,64,159,gafas,1,89.9,89.9
8938,18/07/2025,1232,136,116,gafas,1,49.9,49.9
8939,5/04/2025,2118,63,160,gafas,3,89.9,269.7
8940,29/08/2025,1132,36,193,gafas,2,45.9,91.8
8941,2/06/2025,1276,43,212,gafas,2,79.9,159.8
8942,21/03/2026,1633,126,1041,lentillas,1,16.5,16.5
8943,21/02/2025,2374,45,180,gafas,3,84.9,254.7
8944,2/01/2026,1720,76,77,gafas,2,99.9,199.8
8945,22/03/2025,1648,4,1040,lentillas,3,16.5,49.5
8946,15/05/2025,1649,5,206,gafas,1,129.9,129.9
8947,5/03/2025,2291,99,1055,lentillas,3,19,57
8948,11/02/2026,1822,41,197,gafas,1,119.9,119.9
8949,30/07/2025,419,8,24,gafas,2,49.9,99.8
8950,26/03/2025,17,17,156,gafas,3,139.9,419.7
8951,8/05/2025,1913,132,8,gafas,1,79.9,79.9
8952,24/04/2026,2807,67,205,gafas,2,129.9,259.8
8953,12/02/2026,2502,36,208,gafas,3,69.9,209.7
8954,27/06/2025,103,103,118,gafas,3,49.9,149.7
8955,26/06/2025,2967,90,1036,lentillas,2,16.5,33
8956,8/08/2025,1921,3,47,gafas,2,59.9,119.8
8957,15/06/2025,2378,49,1007,lentillas,1,10,10
8958,24/04/2026,1404,34,26,gafas,3,49.9,149.7
8959,14/07/2025,12,12,125,gafas,2,49.9,99.8
8960,2/03/2026,1138,42,200,gafas,1,109.9,109.9
8961,27/03/2025,2722,119,73,gafas,1,99.9,99.9
8962,6/06/2025,1417,47,88,gafas,2,139.9,279.8
8963,6/03/2026,2852,112,1048,lentillas,2,19.9,39.8
8964,25/11/2025,390,116,68,gafas,1,89.9,89.9
8965,18/02/2025,22,22,1025,lentillas,1,16.5,16.5
8966,9/10/2025,288,14,203,gafas,3,129.9,389.7
8967,24/04/2026,2355,26,78,gafas,3,99.9,299.7
8968,29/01/2025,2330,1,1014,lentillas,2,64.5,129
8969,19/06/2025,2807,67,1042,lentillas,2,16.5,33
8970,10/01/2026,317,43,193,gafas,3,45.9,137.7
8971,6/11/2025,1243,10,119,gafas,2,49.9,99.8
8972,1/12/2025,2470,4,1048,lentillas,3,19.9,59.7
8973,3/01/2026,754,69,12,gafas,1,49.9,49.9
8974,21/11/2025,2798,58,24,gafas,1,49.9,49.9
8975,25/12/2025,1021,62,153,gafas,2,99.9,199.8
8976,22/06/2025,965,6,4,gafas,3,89.9,269.7
8977,21/04/2026,2486,20,121,gafas,3,49.9,149.7
8978,6/02/2025,1507,137,1040,lentillas,2,16.5,33
8979,24/04/2026,816,131,125,gafas,2,49.9,99.8
8980,22/07/2025,1494,124,130,gafas,3,89.9,269.7
8981,8/04/2026,444,33,58,gafas,1,29.9,29.9
8982,23/08/2025,1699,55,71,gafas,3,89.9,269.7
8983,9/11/2025,2314,122,149,gafas,3,109.9,329.7
8984,26/12/2025,193,56,153,gafas,3,99.9,299.7
8985,8/03/2026,2275,83,63,gafas,1,89.9,89.9
8986,24/04/2026,1582,75,81,gafas,1,79.9,79.9
8987,28/03/2026,1505,135,1016,lentillas,3,31,93
8988,16/11/2025,870,48,127,gafas,3,79.9,239.7
8989,22/02/2026,1203,107,209,gafas,1,69.9,69.9
8990,3/11/2025,841,19,16,gafas,2,59.9,119.8
8991,7/05/2025,2368,39,29,gafas,2,59.9,119.8
8992,15/01/2025,2505,39,193,gafas,3,45.9,137.7
8993,28/06/2025,624,76,146,gafas,3,79.9,239.7
8994,22/01/2026,47,47,79,gafas,1,79.9,79.9
8995,24/04/2026,1370,137,8,gafas,2,79.9,159.8
8996,4/05/2025,502,91,73,gafas,3,99.9,299.7
8997,29/09/2025,2050,132,62,gafas,2,89.9,179.8
8998,24/09/2025,2627,24,1046,lentillas,3,16.5,49.5
8999,7/04/2026,2836,96,132,gafas,1,99.9,99.9
9000,24/01/2025,892,70,76,gafas,3,79.9,239.7
9001,9/04/2026,683,135,169,gafas,3,84.9,254.7
9002,9/02/2026,1489,119,54,gafas,2,49.9,99.8
9003,31/01/2025,1236,3,159,gafas,3,89.9,269.7
9004,17/01/2025,799,114,209,gafas,2,69.9,139.8
9005,20/09/2025,1788,7,19,gafas,2,89.9,179.8
9006,14/10/2025,1381,11,170,gafas,1,84.9,84.9
9007,4/06/2025,652,104,42,gafas,2,59.9,119.8
9008,25/03/2026,1255,22,186,gafas,2,89.9,179.8
9009,28/09/2025,2744,4,1015,lentillas,2,22.5,45
9010,16/05/2025,1492,122,53,gafas,3,49.9,149.7
9011,17/07/2025,339,65,36,gafas,3,89.9,269.7
9012,25/07/2025,313,39,83,gafas,3,109.9,329.7
9013,27/07/2025,1311,78,1053,lentillas,3,7.5,22.5
9014,6/10/2025,388,114,1040,lentillas,3,16.5,49.5
9015,18/08/2025,2346,17,151,gafas,2,99.9,199.8
9016,23/11/2025,560,12,74,gafas,2,99.9,199.8
9017,11/04/2026,484,73,18,gafas,3,59.9,179.7
9018,19/04/2025,144,7,1017,lentillas,2,16.5,33
9019,12/12/2025,156,19,1004,lentillas,3,54.5,163.5
9020,24/01/2026,1416,46,103,gafas,1,84.9,84.9
9021,2/05/2025,1037,78,170,gafas,2,84.9,169.8
9022,27/01/2026,1018,59,204,gafas,3,129.9,389.7
9023,3/11/2025,2536,70,50,gafas,3,49.9,149.7
9024,1/03/2026,493,82,173,gafas,3,64.9,194.7
9025,25/11/2025,2783,43,173,gafas,3,64.9,194.7
9026,22/11/2025,2336,7,143,gafas,1,79.9,79.9
9027,19/02/2026,2550,84,1042,lentillas,1,16.5,16.5
9028,31/10/2025,1431,61,25,gafas,1,49.9,49.9
9029,12/03/2025,1599,92,177,gafas,3,84.9,254.7
9030,24/04/2026,897,75,21,gafas,3,49.9,149.7
9031,9/07/2025,1740,96,74,gafas,1,99.9,99.9
9032,20/02/2026,16,16,42,gafas,2,59.9,119.8
9033,23/02/2026,2783,43,142,gafas,2,49.9,99.8
9034,13/01/2026,192,55,201,gafas,2,109.9,219.8
9035,19/01/2025,1295,62,14,gafas,3,49.9,149.7
9036,30/04/2025,892,70,156,gafas,1,139.9,139.9
9037,6/04/2026,2846,106,1053,lentillas,1,7.5,7.5
9038,6/01/2025,388,114,175,gafas,2,84.9,169.8
9039,17/04/2025,169,32,92,gafas,3,139.9,419.7
9040,10/07/2025,172,35,122,gafas,2,49.9,99.8
9041,25/02/2026,2210,18,1050,lentillas,3,33,99
9042,24/02/2026,820,135,48,gafas,3,59.9,179.7
9043,28/06/2025,2794,54,80,gafas,1,79.9,79.9
9044,24/04/2026,1250,17,4,gafas,1,89.9,89.9
9045,21/04/2025,2244,52,51,gafas,2,59.9,119.8
9046,15/02/2026,1436,66,1006,lentillas,1,19.5,19.5
9047,29/11/2025,2247,55,1040,lentillas,3,16.5,49.5
9048,24/04/2026,1307,74,14,gafas,2,49.9,99.8
9049,15/03/2026,1344,111,16,gafas,1,59.9,59.9
9050,25/08/2025,2565,99,38,gafas,2,79.9,159.8
9051,30/06/2025,2947,70,129,gafas,3,79.9,239.7
9052,10/04/2026,2208,16,172,gafas,1,64.9,64.9
9053,22/05/2025,1838,57,1030,lentillas,2,44,88
9054,11/04/2025,2823,83,124,gafas,2,49.9,99.8
9055,24/04/2026,2823,83,174,gafas,2,84.9,169.8
9056,18/04/2025,1239,6,1045,lentillas,1,16.5,16.5
9057,10/02/2025,806,121,92,gafas,2,139.9,279.8
9058,10/03/2025,865,43,36,gafas,3,89.9,269.7
9059,13/03/2026,2447,118,168,gafas,1,84.9,84.9
9060,13/01/2026,983,24,49,gafas,3,49.9,149.7
9061,5/03/2026,11,11,148,gafas,3,99.9,299.7
9062,23/04/2026,2250,58,11,gafas,1,79.9,79.9
9063,24/04/2026,2388,59,183,gafas,3,64.9,194.7
9064,24/11/2025,1904,123,39,gafas,2,79.9,159.8
9065,23/08/2025,195,58,1011,lentillas,2,6.5,13
9066,17/01/2025,2774,34,48,gafas,1,59.9,59.9
9067,27/03/2025,1035,76,200,gafas,1,109.9,109.9
9068,25/12/2025,2359,30,160,gafas,2,89.9,179.8
9069,28/02/2025,385,111,204,gafas,3,129.9,389.7
9070,15/02/2026,2495,29,175,gafas,1,84.9,84.9
9071,4/04/2026,2448,119,110,gafas,1,84.9,84.9
9072,14/06/2025,977,18,81,gafas,1,79.9,79.9
9073,24/01/2025,883,61,128,gafas,3,79.9,239.7
9074,16/01/2026,456,45,167,gafas,1,84.9,84.9
9075,4/01/2025,2008,90,111,gafas,1,84.9,84.9
9076,24/04/2026,228,91,1023,lentillas,1,20.5,20.5
9077,19/04/2025,1665,21,135,gafas,3,49.9,149.7
9078,22/11/2025,455,44,193,gafas,2,45.9,91.8
9079,17/01/2026,1798,17,82,gafas,2,79.9,159.8
9080,12/10/2025,2475,9,20,gafas,1,49.9,49.9
9081,17/02/2026,271,134,212,gafas,3,79.9,239.7
9082,9/11/2025,929,107,186,gafas,2,89.9,179.8
9083,29/04/2025,1061,102,155,gafas,2,139.9,279.8
9084,4/01/2025,1906,125,1017,lentillas,1,16.5,16.5
9085,5/09/2025,2084,29,108,gafas,3,84.9,254.7
9086,4/03/2025,1943,25,65,gafas,1,79.9,79.9
9087,20/05/2025,2887,10,111,gafas,2,84.9,169.8
9088,12/05/2025,1403,33,51,gafas,1,59.9,59.9
9089,21/10/2025,523,112,196,gafas,1,119.9,119.9
9090,22/01/2026,2700,97,7,gafas,2,89.9,179.8
9091,24/04/2026,2653,50,1006,lentillas,3,19.5,58.5
9092,9/11/2025,883,61,15,gafas,3,49.9,149.7
9093,1/09/2025,856,34,1016,lentillas,2,31,62
9094,24/04/2026,2514,48,138,gafas,3,49.9,149.7
9095,18/08/2025,2633,30,155,gafas,3,139.9,419.7
9096,2/08/2025,2627,24,97,gafas,2,84.9,169.8
9097,11/06/2025,201,64,108,gafas,1,84.9,84.9
9098,12/01/2025,117,117,198,gafas,1,119.9,119.9
9099,15/12/2025,407,133,115,gafas,1,49.9,49.9
9100,1/02/2026,862,40,42,gafas,1,59.9,59.9
9101,5/08/2025,2887,10,205,gafas,1,129.9,129.9
9102,3/11/2025,658,110,191,gafas,3,69.9,209.7
9103,5/10/2025,2182,127,116,gafas,3,49.9,149.7
9104,1/10/2025,674,126,40,gafas,2,79.9,159.8
9105,1/05/2025,1476,106,89,gafas,3,139.9,419.7
9106,18/01/2025,1819,38,124,gafas,1,49.9,49.9
9107,24/02/2026,76,76,116,gafas,2,49.9,99.8
9108,27/02/2025,2180,125,86,gafas,3,109.9,329.7
9109,26/03/2026,2641,38,87,gafas,2,109.9,219.8
9110,10/05/2025,784,99,122,gafas,3,49.9,149.7
9111,4/07/2025,2425,96,132,gafas,1,99.9,99.9
9112,11/01/2025,1922,4,23,gafas,3,59.9,179.7
9113,4/11/2025,2949,72,1,gafas,3,89.9,269.7
9114,29/12/2025,297,23,1040,lentillas,1,16.5,16.5
9115,22/03/2025,1043,84,15,gafas,1,49.9,49.9
9116,7/09/2025,2198,6,190,gafas,2,69.9,139.8
9117,28/02/2026,606,58,203,gafas,1,129.9,129.9
9118,8/11/2025,2832,92,50,gafas,2,49.9,99.8
9119,3/12/2025,316,42,165,gafas,1,84.9,84.9
9120,20/01/2026,33,33,1048,lentillas,3,19.9,59.7
9121,3/03/2026,1532,25,47,gafas,1,59.9,59.9
9122,25/02/2026,2908,31,80,gafas,3,79.9,239.7
9123,16/04/2026,2680,77,199,gafas,3,109.9,329.7
9124,24/04/2026,1944,26,147,gafas,2,99.9,199.8
9125,27/02/2025,294,20,1045,lentillas,3,16.5,49.5
9126,19/02/2026,1901,120,131,gafas,2,89.9,179.8
9127,11/05/2025,2025,107,201,gafas,2,109.9,219.8
9128,7/01/2026,2830,90,128,gafas,1,79.9,79.9
9129,27/06/2025,279,5,33,gafas,3,69.9,209.7
9130,30/01/2025,2064,9,28,gafas,2,59.9,119.8
9131,27/04/2025,690,5,115,gafas,3,49.9,149.7
9132,28/12/2025,1118,22,134,gafas,3,99.9,299.7
9133,10/01/2026,902,80,40,gafas,2,79.9,159.8
9134,7/05/2025,2379,50,80,gafas,3,79.9,239.7
9135,21/09/2025,7,7,94,gafas,2,79.9,159.8
9136,1/11/2025,85,85,34,gafas,3,89.9,269.7
9137,25/12/2025,2310,118,118,gafas,2,49.9,99.8
9138,25/08/2025,1240,7,81,gafas,2,79.9,159.8
9139,24/03/2025,177,40,93,gafas,3,89.9,269.7
9140,2/03/2025,1345,112,197,gafas,3,119.9,359.7
9141,7/09/2025,2023,105,47,gafas,3,59.9,179.7
9142,24/02/2026,78,78,1006,lentillas,2,19.5,39
9143,31/10/2025,1306,73,136,gafas,2,49.9,99.8
9144,2/05/2025,89,89,50,gafas,1,49.9,49.9
9145,21/01/2025,2278,86,1023,lentillas,1,20.5,20.5
9146,21/01/2025,1092,133,154,gafas,1,139.9,139.9
9147,30/03/2026,1231,135,4,gafas,3,89.9,269.7
9148,4/05/2025,1510,3,187,gafas,2,89.9,179.8
9149,28/12/2025,542,131,147,gafas,1,99.9,99.9
9150,20/04/2025,1653,9,66,gafas,1,89.9,89.9
9151,5/02/2025,402,128,193,gafas,2,45.9,91.8
9152,30/09/2025,1475,105,90,gafas,2,139.9,279.8
9153,24/04/2026,1800,19,1017,lentillas,1,16.5,16.5
9154,8/05/2025,750,65,1023,lentillas,3,20.5,61.5
9155,1/08/2025,866,44,68,gafas,1,89.9,89.9
9156,1/01/2026,1158,62,16,gafas,3,59.9,179.7
9157,5/03/2025,548,137,129,gafas,1,79.9,79.9
9158,24/04/2026,73,73,1023,lentillas,2,20.5,41
9159,28/04/2025,1563,56,81,gafas,1,79.9,79.9
9160,20/05/2025,672,124,1018,lentillas,2,16.5,33
9161,7/01/2025,329,55,1034,lentillas,1,34,34
9162,24/10/2025,1883,102,1038,lentillas,1,16.5,16.5
9163,14/02/2026,2769,29,49,gafas,2,49.9,99.8
9164,2/02/2026,2229,37,54,gafas,1,49.9,49.9
9165,11/09/2025,2291,99,132,gafas,1,99.9,99.9
9166,3/02/2025,299,25,120,gafas,2,49.9,99.8
9167,25/03/2025,1414,44,62,gafas,2,89.9,179.8
9168,11/03/2026,1407,37,1019,lentillas,3,16.5,49.5
9169,2/11/2025,1342,109,1023,lentillas,3,20.5,61.5
9170,4/02/2026,2989,112,199,gafas,1,109.9,109.9
9171,21/05/2025,1422,52,187,gafas,1,89.9,89.9
9172,24/03/2025,2320,128,1055,lentillas,3,19,57
9173,19/08/2025,1625,118,98,gafas,2,84.9,169.8
9174,14/06/2025,192,55,111,gafas,3,84.9,254.7
9175,13/01/2025,882,60,193,gafas,1,45.9,45.9
9176,10/03/2026,2312,120,101,gafas,3,64.9,194.7
9177,25/03/2026,1392,22,96,gafas,3,84.9,254.7
9178,29/01/2026,1415,45,51,gafas,1,59.9,59.9
9179,19/04/2026,1500,130,192,gafas,1,45.9,45.9
9180,24/04/2026,2422,93,138,gafas,2,49.9,99.8
9181,22/07/2025,1879,98,1021,lentillas,2,73.5,147
9182,12/07/2025,912,90,127,gafas,3,79.9,239.7
9183,8/01/2025,2771,31,1044,lentillas,3,88.5,265.5
9184,19/04/2026,2433,104,175,gafas,3,84.9,254.7
9185,7/02/2025,2233,41,112,gafas,1,64.9,64.9
9186,10/11/2025,2642,39,27,gafas,1,59.9,59.9
9187,8/11/2025,419,8,1020,lentillas,2,55.5,111
9188,23/09/2025,1969,51,14,gafas,3,49.9,149.7
9189,18/04/2025,516,105,183,gafas,1,64.9,64.9
9190,11/06/2025,117,117,113,gafas,1,64.9,64.9
9191,10/05/2025,163,26,1024,lentillas,1,25.5,25.5
9192,3/01/2025,1471,101,1053,lentillas,1,7.5,7.5
9193,8/11/2025,1459,89,1020,lentillas,3,55.5,166.5
9194,8/04/2026,1462,92,41,gafas,1,59.9,59.9
9195,9/10/2025,1986,68,1039,lentillas,1,16.5,16.5
9196,5/11/2025,28,28,45,gafas,1,59.9,59.9
9197,24/07/2025,401,127,100,gafas,3,64.9,194.7
9198,22/04/2026,2801,61,122,gafas,3,49.9,149.7
9199,6/12/2025,1909,128,174,gafas,3,84.9,254.7
9200,18/01/2026,131,131,144,gafas,2,79.9,159.8
9201,26/09/2025,163,26,28,gafas,3,59.9,179.7
9202,10/02/2025,1934,16,64,gafas,3,89.9,269.7
9203,29/03/2026,2232,40,198,gafas,3,119.9,359.7
9204,13/11/2025,2585,119,1048,lentillas,3,19.9,59.7
9205,20/01/2025,549,1,192,gafas,1,45.9,45.9
9206,4/04/2025,2464,135,174,gafas,2,84.9,169.8
9207,28/08/2025,1468,98,1028,lentillas,3,16.5,49.5
